cluster_id,concept,count
585,visual acuity,1
585,computer science,1
585,optometry,1
585,psychology,1
585,artificial intelligence,1
585,medicine,1
586,obstacle avoidance,2
586,reinforcement learning,1
586,reciprocal,1
586,collision avoidance,1
586,computer science,1
586,obstacle,1
586,collision,1
586,novelty,1
586,robot,1
586,artificial intelligence,1
587,generative grammar,1
587,computer science,1
587,work (physics),1
587,artificial intelligence,1
587,natural language processing,1
587,engineering,1
587,mechanical engineering,1
588,government (linguistics),1
588,data collection,1
588,public relations,1
588,perception,1
588,business,1
588,data sharing,1
588,political science,1
588,environmental planning,1
588,psychology,1
588,medicine,1
589,indigenous rights,2
589,indigenous,1
589,corporate governance,1
589,legislation,1
589,environmental governance,1
589,sovereignty,1
589,political science,1
589,government (linguistics),1
589,scholarship,1
589,context (archaeology),1
590,logbook,2
590,leverage (statistics),2
590,citizen science,2
590,indigenous,1
590,traditional knowledge,1
590,government (linguistics),1
590,public relations,1
590,work (physics),1
590,sociology,1
590,environmental resource management,1
591,acronym,2
591,best practice,2
591,indigenous,1
591,traditional knowledge,1
591,context (archaeology),1
591,knowledge management,1
591,usability,1
591,sociology,1
591,computer science,1
591,data science,1
592,american community survey,2
592,capital (architecture),2
592,quarter (canadian coin),1
592,renting,1
592,census,1
592,government (linguistics),1
592,business,1
592,social security,1
592,service (business),1
592,geography,1
593,heat pump,1
593,recurrent neural network,1
593,physics,1
593,computer science,1
593,thermodynamics,1
593,artificial intelligence,1
593,heat exchanger,1
593,artificial neural network,1
594,transformer,1
594,computer science,1
594,artificial intelligence,1
594,internal medicine,1
594,computational biology,1
594,medicine,1
594,biology,1
594,engineering,1
594,voltage,1
594,electrical engineering,1
595,standardization,1
595,transparency (behavior),1
595,context (archaeology),1
595,business,1
595,government (linguistics),1
595,internet of things,1
595,smart city,1
595,the internet,1
595,computer science,1
595,environmental economics,1
596,popularity,1
596,narrative,1
596,social media,1
596,sociology,1
596,feeling,1
596,social capital,1
596,media studies,1
596,social psychology,1
596,psychology,1
596,social science,1
597,sustainability,1
597,action plan,1
597,government (linguistics),1
597,work (physics),1
597,citizen journalism,1
597,business,1
597,plan (archaeology),1
597,process management,1
597,action (physics),1
597,public relations,1
598,slovak,1
598,context (archaeology),1
598,sustainability,1
598,entrepreneurship,1
598,business,1
598,sustainable development,1
598,geography,1
598,political science,1
598,czech,1
598,philosophy,1
599,mobile phone,2
599,visual impairment,2
599,phone,1
599,facial recognition system,1
599,face (sociological concept),1
599,computer science,1
599,identity (music),1
599,everyday life,1
599,human–computer interaction,1
599,internet privacy,1
600,mobile phone,2
600,touchscreen,1
600,computer science,1
600,gesture,1
600,loudspeaker,1
600,phone,1
600,speech recognition,1
600,noise (video),1
600,human–computer interaction,1
600,multimedia,1
601,internet privacy,1
601,phone,1
601,situated,1
601,perception,1
601,mobile phone,1
601,qualitative research,1
601,identity (music),1
601,mobile device,1
601,world wide web,1
601,computer science,1
602,psychology,1
602,loneliness,1
602,cheating,1
602,cognition,1
602,affect (linguistics),1
602,the internet,1
602,big five personality traits,1
602,personality,1
602,clinical psychology,1
602,internet privacy,1
603,deception,1
603,socioemotional selectivity theory,1
603,psychology,1
603,psychological intervention,1
603,affect (linguistics),1
603,cognition,1
603,finance,1
603,social psychology,1
603,developmental psychology,1
603,business,1
604,deception,1
604,socioemotional selectivity theory,1
604,psychology,1
604,psychological intervention,1
604,affect (linguistics),1
604,cognition,1
604,finance,1
604,social psychology,1
604,developmental psychology,1
604,business,1
606,distance education,1
606,pandemic,1
606,coronavirus disease 2019 (covid-19),1
606,observational study,1
606,government (linguistics),1
606,anxiety,1
606,psychology,1
606,perception,1
606,medical education,1
606,medicine,1
607,psychology,1
607,anxiety,1
607,self-efficacy,1
607,stress (linguistics),1
607,social psychology,1
607,academic achievement,1
607,applied psychology,1
607,clinical psychology,1
607,mathematics education,1
607,developmental psychology,1
608,formative assessment,2
608,test anxiety,2
608,anxiety,2
608,test (biology),2
608,stress (linguistics),2
608,stress test,2
608,medicine,2
608,psychology,2
608,mathematics education,2
608,paleontology,2
609,active learning (machine learning),1
609,thematic analysis,1
609,psychology,1
609,medical education,1
609,perception,1
609,affect (linguistics),1
609,focus group,1
609,experiential learning,1
609,recall,1
609,qualitative research,1
610,prosocial behavior,2
610,psychology,1
610,shyness,1
610,developmental psychology,1
610,social psychology,1
610,nonverbal communication,1
610,temperament,1
610,affect (linguistics),1
610,multilevel model,1
610,personality,1
611,psychology,1
611,flexibility (engineering),1
611,cognitive flexibility,1
611,cognition,1
611,fear of negative evaluation,1
611,critical thinking,1
611,scale (ratio),1
611,affect (linguistics),1
611,developmental psychology,1
611,social psychology,1
612,computer science,1
612,computer vision,1
612,artificial intelligence,1
612,pose,1
612,triangulation,1
612,tracking (education),1
612,kinematics,1
612,pipeline (software),1
612,segmentation,1
612,regularization (linguistics),1
613,computer science,1
613,parsing,1
613,artificial intelligence,1
613,cluster analysis,1
613,dynamics (music),1
613,pattern recognition (psychology),1
613,speech recognition,1
613,machine learning,1
613,acoustics,1
613,physicsdynamics,1
614,tracking (education),2
614,computer science,1
614,artificial intelligence,1
614,parsing,1
614,cluster analysis,1
614,modular design,1
614,dynamics (music),1
614,pattern recognition (psychology),1
614,psychology,1
614,pedagogy,1
615,swot analysis,2
615,motion analysis,2
615,strengths and weaknesses,2
615,sports biomechanics,2
615,motion capture,1
615,multidisciplinary approach,1
615,kinematics,1
615,computer science,1
615,motion (physics),1
615,physical medicine and rehabilitation,1
616,toolbox,2
616,computer science,1
616,artificial intelligence,1
616,python (programming language),1
616,segmentation,1
616,deep learning,1
616,convolutional neural network,1
616,atlas (anatomy),1
616,pattern recognition (psychology),1
616,computer vision,1
617,chatbot,1
617,computer science,1
617,psychology,1
617,medicine,1
617,artificial intelligencechatbot,1
618,emotional labor,2
618,psychology,1
618,affect (linguistics),1
618,demographic economics,1
618,sociology,1
618,social psychology,1
618,economics,1
618,communicationaffect,1
619,patient experience,2
619,medicine,1
619,psychological intervention,1
619,relevance (law),1
619,qualitative research,1
619,readability,1
619,medical education,1
619,health care,1
619,nursing,1
619,social science,1
620,work engagement,2
620,public engagement,2
620,coercion (linguistics),2
620,empirical research,2
620,work (physics),1
620,perception,1
620,economic shortage,1
620,psychology,1
620,public relations,1
620,nursing,1
621,coding (social sciences),1
621,computer science,1
621,documentation,1
621,metaphor,1
621,qualitative research,1
621,categorization,1
621,software,1
621,data science,1
621,artificial intelligence,1
621,linguistics,1
622,economic shortage,2
622,computer science,1
622,upload,1
622,database,1
622,resource (disambiguation),1
622,scale (ratio),1
622,world wide web,1
622,computer network,1
622,linguistics,1
622,philosophy,1
623,contextual design,2
623,context analysis,1
623,context (archaeology),1
623,relevance (law),1
623,computer science,1
623,knowledge management,1
623,process management,1
623,psychology,1
623,management science,1
623,engineering,1
624,language barrier,2
624,videoconferencing,2
624,thematic analysis,1
624,medicine,1
624,preference,1
624,family medicine,1
624,perception,1
624,population,1
624,health care,1
624,qualitative research,1
625,best practice,2
625,terminology,1
625,stakeholder,1
625,dissemination,1
625,field (mathematics),1
625,computer science,1
625,information dissemination,1
625,order (exchange),1
625,public relations,1
625,data science,1
626,thematic analysis,1
626,health care,1
626,government (linguistics),1
626,context (archaeology),1
626,family medicine,1
626,nursing,1
626,vaccination,1
626,qualitative research,1
626,medicine,1
626,political science,1
627,general partnership,1
627,work (physics),1
627,accreditation,1
627,context (archaeology),1
627,pedagogy,1
627,government (linguistics),1
627,sociology,1
627,politics,1
627,teacher education,1
627,public relations,1
628,general partnership,2
628,professional development,2
628,pedagogy,2
628,sociology,2
628,service (business),2
628,public relations,2
628,political science,2
628,business,2
628,marketing,2
628,linguistics,2
629,practicum,1
629,psychology,1
629,competence (human resources),1
629,narrative,1
629,originality,1
629,student teacher,1
